task,PPnr,conjunction_single,match_mismatch,trial,accuracy,reaction_time
gap,R_3CH6GYzeXMmQ3BR,sing,m,sim_sing_m,1,1.15
gap,R_3CH6GYzeXMmQ3BR,sing,mm,sim_sing_mm,1,0.903
gap,R_3CH6GYzeXMmQ3BR,sing,mm,sim_sing_mm,1,0.832
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_m,1,0.464
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_m,1,0.512
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_mm,1,0.712
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_mm,1,0.511
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_m,1,0.465
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_m,1,0.425
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_mm,1,0.744
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_mm,1,0.643
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_m,1,0.516
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_m,1,0.406
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_mm,1,0.633
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_mm,1,0.748
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_m,1,0.381
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_m,1,0.574
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_mm,1,0.577
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_mm,1,0.713
gap,R_3dYRf1LJJY5sNDQ,sing,m,sim_sing_m,1,0.441
gap,R_3dYRf1LJJY5sNDQ,sing,m,sim_sing_m,0,0.424
gap,R_3dYRf1LJJY5sNDQ,sing,mm,sim_sing_mm,1,0.721
gap,R_3dYRf1LJJY5sNDQ,sing,mm,sim_sing_mm,1,0.663
gap,R_3dYRf1LJJY5sNDQ,sing,m,sim_sing_m,1,0.395
gap,R_3dYRf1LJJY5sNDQ,sing,m,sim_sing_m,1,0.499
gap,R_3dYRf1LJJY5sNDQ,sing,mm,sim_sing_mm,1,0.754
gap,R_3dYRf1LJJY5sNDQ,sing,mm,sim_sing_mm,1,0.565
gap,R_3dYRf1LJJY5sNDQ,sing,m,sim_sing_m,0,1.15
gap,R_3dYRf1LJJY5sNDQ,sing,m,sim_sing_m,1,0.527
gap,R_3dYRf1LJJY5sNDQ,sing,mm,sim_sing_mm,1,0.554
gap,R_3dYRf1LJJY5sNDQ,sing,mm,sim_sing_mm,1,1.338
gap,R_3dYRf1LJJY5sNDQ,sing,m,sim_sing_m,1,1.309
gap,R_3dYRf1LJJY5sNDQ,sing,m,sim_sing_m,0,1.97
gap,R_3dYRf1LJJY5sNDQ,sing,mm,sim_sing_mm,1,1.049
gap,R_3dYRf1LJJY5sNDQ,sing,mm,sim_sing_mm,1,0.834
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_m,1,0.54
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_m,1,0.485
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_mm,1,0.668
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_mm,1,2.865
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_m,1,0.563
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_m,1,0.434
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_mm,1,0.461
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_mm,1,0.987
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_m,1,0.687
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_m,0,0.605
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_mm,1,1.071
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_mm,1,0.59
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_m,1,0.466
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_m,1,0.455
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_mm,1,0.699
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_mm,1,0.535
gap,R_3dYYZ1eB57mzvcP,sing,m,sim_sing_m,1,0.44
gap,R_3dYYZ1eB57mzvcP,sing,m,sim_sing_m,1,0.687
gap,R_3dYYZ1eB57mzvcP,sing,mm,sim_sing_mm,1,0.475
gap,R_3dYYZ1eB57mzvcP,sing,mm,sim_sing_mm,1,0.673
gap,R_3dYYZ1eB57mzvcP,sing,m,sim_sing_m,1,0.72
gap,R_3dYYZ1eB57mzvcP,sing,m,sim_sing_m,1,1.011
gap,R_3dYYZ1eB57mzvcP,sing,mm,sim_sing_mm,1,0.591
gap,R_3dYYZ1eB57mzvcP,sing,mm,sim_sing_mm,1,0.78
gap,R_3dYYZ1eB57mzvcP,sing,m,sim_sing_m,1,0.442
gap,R_3dYYZ1eB57mzvcP,sing,m,sim_sing_m,1,0.887
gap,R_3dYYZ1eB57mzvcP,sing,mm,sim_sing_mm,1,0.5
gap,R_3dYYZ1eB57mzvcP,sing,mm,sim_sing_mm,1,0.518
gap,R_3dYYZ1eB57mzvcP,sing,m,sim_sing_m,1,0.43
gap,R_3dYYZ1eB57mzvcP,sing,m,sim_sing_m,1,0.578
gap,R_3dYYZ1eB57mzvcP,sing,mm,sim_sing_mm,1,0.537
gap,R_3dYYZ1eB57mzvcP,sing,mm,sim_sing_mm,1,0.666
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_m,1,0.709
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_m,1,1.137
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_mm,1,0.93
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_mm,1,0.812
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_m,1,1.349
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_m,1,0.887
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_mm,0,1.651
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_mm,0,17.137
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_m,1,0.816
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_m,1,0.973
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_mm,1,1.566
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_mm,1,1.035
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_m,1,1.078
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_m,1,1.036
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_mm,0,1.485
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_mm,0,17.984
gap,R_3E9zqUUokucmyvi,sing,m,sim_sing_m,1,1.355
gap,R_3E9zqUUokucmyvi,sing,m,sim_sing_m,1,1.184
gap,R_3E9zqUUokucmyvi,sing,mm,sim_sing_mm,1,1.068
gap,R_3E9zqUUokucmyvi,sing,mm,sim_sing_mm,1,1.334
gap,R_3E9zqUUokucmyvi,sing,m,sim_sing_m,1,0.916
gap,R_3E9zqUUokucmyvi,sing,m,sim_sing_m,1,1.008
gap,R_3E9zqUUokucmyvi,sing,mm,sim_sing_mm,1,0.702
gap,R_3E9zqUUokucmyvi,sing,mm,sim_sing_mm,1,1.433
gap,R_3E9zqUUokucmyvi,sing,m,sim_sing_m,1,2.116
gap,R_3E9zqUUokucmyvi,sing,m,sim_sing_m,1,0.923
gap,R_3E9zqUUokucmyvi,sing,mm,sim_sing_mm,0,1.692
gap,R_3E9zqUUokucmyvi,sing,mm,sim_sing_mm,1,1.253
gap,R_3E9zqUUokucmyvi,sing,m,sim_sing_m,1,1.072
gap,R_3E9zqUUokucmyvi,sing,m,sim_sing_m,1,1.734
gap,R_3E9zqUUokucmyvi,sing,mm,sim_sing_mm,0,2.665
gap,R_3E9zqUUokucmyvi,sing,mm,sim_sing_mm,1,1.349
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_m,1,0.426
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_m,1,0.403
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_mm,1,0.565
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_mm,1,0.499
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_m,1,1.959
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_m,1,0.516
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_mm,1,0.548
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_mm,1,0.472
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_m,1,0.3
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_m,1,0.516
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_mm,1,0.543
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_mm,1,0.438
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_m,1,0.314
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_m,1,0.345
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_mm,1,0.533
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_mm,1,0.384
gap,R_3EXNIE6ibfayydJ,sing,m,sim_sing_m,1,0.407
gap,R_3EXNIE6ibfayydJ,sing,m,sim_sing_m,1,0.615
gap,R_3EXNIE6ibfayydJ,sing,mm,sim_sing_mm,1,0.622
gap,R_3EXNIE6ibfayydJ,sing,mm,sim_sing_mm,1,0.629
gap,R_3EXNIE6ibfayydJ,sing,m,sim_sing_m,1,0.388
gap,R_3EXNIE6ibfayydJ,sing,m,sim_sing_m,1,0.456
gap,R_3EXNIE6ibfayydJ,sing,mm,sim_sing_mm,1,0.438
gap,R_3EXNIE6ibfayydJ,sing,mm,sim_sing_mm,1,0.517
gap,R_3EXNIE6ibfayydJ,sing,m,sim_sing_m,1,0.361
gap,R_3EXNIE6ibfayydJ,sing,m,sim_sing_m,1,0.586
gap,R_3EXNIE6ibfayydJ,sing,mm,sim_sing_mm,1,0.471
gap,R_3EXNIE6ibfayydJ,sing,mm,sim_sing_mm,1,0.572
gap,R_3EXNIE6ibfayydJ,sing,m,sim_sing_m,1,0.344
gap,R_3EXNIE6ibfayydJ,sing,m,sim_sing_m,1,0.427
gap,R_3EXNIE6ibfayydJ,sing,mm,sim_sing_mm,1,0.464
gap,R_3EXNIE6ibfayydJ,sing,mm,sim_sing_mm,1,0.508
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_m,1,0.387
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_m,1,0.487
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_mm,1,0.787
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_mm,1,0.633
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_m,1,0.438
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_m,1,0.399
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_mm,1,0.614
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_mm,1,0.508
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_m,1,0.646
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_m,1,0.457
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_mm,1,0.621
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_mm,1,0.628
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_m,0,0.643
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_m,1,1.222
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_mm,1,0.569
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_mm,1,0.498
gap,R_3F54OWKljGjDYun,sing,m,sim_sing_m,1,0.489
gap,R_3F54OWKljGjDYun,sing,m,sim_sing_m,0,0.516
gap,R_3F54OWKljGjDYun,sing,mm,sim_sing_mm,1,0.547
gap,R_3F54OWKljGjDYun,sing,mm,sim_sing_mm,1,0.949
gap,R_3F54OWKljGjDYun,sing,m,sim_sing_m,1,0.404
gap,R_3F54OWKljGjDYun,sing,m,sim_sing_m,1,0.685
gap,R_3F54OWKljGjDYun,sing,mm,sim_sing_mm,1,0.444
gap,R_3F54OWKljGjDYun,sing,mm,sim_sing_mm,1,0.406
gap,R_3F54OWKljGjDYun,sing,m,sim_sing_m,1,0.88
gap,R_3F54OWKljGjDYun,sing,m,sim_sing_m,1,0.426
gap,R_3F54OWKljGjDYun,sing,mm,sim_sing_mm,1,0.786
gap,R_3F54OWKljGjDYun,sing,mm,sim_sing_mm,1,0.527
gap,R_3F54OWKljGjDYun,sing,m,sim_sing_m,1,0.532
gap,R_3F54OWKljGjDYun,sing,m,sim_sing_m,1,0.532
gap,R_3F54OWKljGjDYun,sing,mm,sim_sing_mm,1,0.495
gap,R_3F54OWKljGjDYun,sing,mm,sim_sing_mm,1,0.896
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_m,0,2.444
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_m,1,1.264
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_mm,1,0.868
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_mm,1,1.182
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_m,1,1.11
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_m,1,1.627
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_mm,1,1.873
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_mm,1,2.283
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_m,1,1.001
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_m,1,0.857
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_mm,1,1.242
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_mm,0,2.358
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_m,1,0.649
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_m,1,0.943
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_mm,1,1.64
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_mm,1,1.245
gap,R_3fftJphDI5wp8jD,sing,m,sim_sing_m,1,1.191
gap,R_3fftJphDI5wp8jD,sing,m,sim_sing_m,1,0.962
gap,R_3fftJphDI5wp8jD,sing,mm,sim_sing_mm,1,1.351
gap,R_3fftJphDI5wp8jD,sing,mm,sim_sing_mm,1,1.131
gap,R_3fftJphDI5wp8jD,sing,m,sim_sing_m,1,0.768
gap,R_3fftJphDI5wp8jD,sing,m,sim_sing_m,1,0.863
gap,R_3fftJphDI5wp8jD,sing,mm,sim_sing_mm,1,0.793
gap,R_3fftJphDI5wp8jD,sing,mm,sim_sing_mm,1,1.064
gap,R_3fftJphDI5wp8jD,sing,m,sim_sing_m,1,0.678
gap,R_3fftJphDI5wp8jD,sing,m,sim_sing_m,1,0.715
gap,R_3fftJphDI5wp8jD,sing,mm,sim_sing_mm,1,0.569
gap,R_3fftJphDI5wp8jD,sing,mm,sim_sing_mm,1,0.502
gap,R_3fftJphDI5wp8jD,sing,m,sim_sing_m,1,0.627
gap,R_3fftJphDI5wp8jD,sing,m,sim_sing_m,1,0.821
gap,R_3fftJphDI5wp8jD,sing,mm,sim_sing_mm,1,1.11
gap,R_3fftJphDI5wp8jD,sing,mm,sim_sing_mm,1,1.023
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_m,1,0.732
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_m,1,0.474
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_mm,1,0.881
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_mm,1,0.934
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_m,1,0.439
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_m,1,0.498
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_mm,1,0.733
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_mm,1,0.682
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_m,1,0.868
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_m,1,0.499
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_mm,1,0.872
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_mm,1,1.02
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_m,1,0.475
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_m,1,1.011
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_mm,1,0.596
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_mm,1,0.928
gap,R_3fIafKngtt8LCdv,sing,m,sim_sing_m,1,0.478
gap,R_3fIafKngtt8LCdv,sing,m,sim_sing_m,1,0.674
gap,R_3fIafKngtt8LCdv,sing,mm,sim_sing_mm,1,0.552
gap,R_3fIafKngtt8LCdv,sing,mm,sim_sing_mm,0,0.67
gap,R_3fIafKngtt8LCdv,sing,m,sim_sing_m,1,0.514
gap,R_3fIafKngtt8LCdv,sing,m,sim_sing_m,1,0.868
gap,R_3fIafKngtt8LCdv,sing,mm,sim_sing_mm,1,0.448
gap,R_3fIafKngtt8LCdv,sing,mm,sim_sing_mm,1,1.706
gap,R_3fIafKngtt8LCdv,sing,m,sim_sing_m,1,0.692
gap,R_3fIafKngtt8LCdv,sing,m,sim_sing_m,1,1.246
gap,R_3fIafKngtt8LCdv,sing,mm,sim_sing_mm,1,0.594
gap,R_3fIafKngtt8LCdv,sing,mm,sim_sing_mm,1,1.197
gap,R_3fIafKngtt8LCdv,sing,m,sim_sing_m,1,0.806
gap,R_3fIafKngtt8LCdv,sing,m,sim_sing_m,1,0.645
gap,R_3fIafKngtt8LCdv,sing,mm,sim_sing_mm,1,0.547
gap,R_3fIafKngtt8LCdv,sing,mm,sim_sing_mm,1,0.481
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_m,1,1.165
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_m,1,0.453
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_mm,1,0.901
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_mm,1,0.447
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_m,1,0.381
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_m,1,0.572
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_mm,0,0.556
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_mm,1,0.418
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_m,1,0.443
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_m,1,0.408
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_mm,1,0.473
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_mm,1,0.623
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_m,0,0.668
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_m,1,0.467
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_mm,1,0.59
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_mm,1,0.43
gap,R_3G3aqKAxalampJB,sing,m,sim_sing_m,1,0.584
gap,R_3G3aqKAxalampJB,sing,m,sim_sing_m,1,0.446
gap,R_3G3aqKAxalampJB,sing,mm,sim_sing_mm,1,0.443
gap,R_3G3aqKAxalampJB,sing,mm,sim_sing_mm,1,0.625
gap,R_3G3aqKAxalampJB,sing,m,sim_sing_m,1,0.589
gap,R_3G3aqKAxalampJB,sing,m,sim_sing_m,1,0.425
gap,R_3G3aqKAxalampJB,sing,mm,sim_sing_mm,1,0.587
gap,R_3G3aqKAxalampJB,sing,mm,sim_sing_mm,1,0.453
gap,R_3G3aqKAxalampJB,sing,m,sim_sing_m,1,0.427
gap,R_3G3aqKAxalampJB,sing,m,sim_sing_m,1,0.477
gap,R_3G3aqKAxalampJB,sing,mm,sim_sing_mm,1,0.396
gap,R_3G3aqKAxalampJB,sing,mm,sim_sing_mm,1,0.561
gap,R_3G3aqKAxalampJB,sing,m,sim_sing_m,1,0.411
gap,R_3G3aqKAxalampJB,sing,m,sim_sing_m,1,0.636
gap,R_3G3aqKAxalampJB,sing,mm,sim_sing_mm,1,0.771
gap,R_3G3aqKAxalampJB,sing,mm,sim_sing_mm,1,0.477
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_m,1,0.753
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_m,1,0.7
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_mm,1,0.642
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_mm,1,0.789
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_m,1,1.493
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_m,1,0.95
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_mm,1,1.051
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_mm,1,0.785
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_m,1,0.559
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_m,1,0.515
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_mm,1,1.137
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_mm,1,0.818
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_m,1,0.698
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_m,1,0.617
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_mm,1,1.268
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_mm,1,0.697
gap,R_3GfEE0tSJtpYpDK,sing,m,sim_sing_m,1,0.567
gap,R_3GfEE0tSJtpYpDK,sing,m,sim_sing_m,1,1.069
gap,R_3GfEE0tSJtpYpDK,sing,mm,sim_sing_mm,1,0.83
gap,R_3GfEE0tSJtpYpDK,sing,mm,sim_sing_mm,1,1.583
gap,R_3GfEE0tSJtpYpDK,sing,m,sim_sing_m,1,1.363
gap,R_3GfEE0tSJtpYpDK,sing,m,sim_sing_m,1,0.431
gap,R_3GfEE0tSJtpYpDK,sing,mm,sim_sing_mm,1,0.93
gap,R_3GfEE0tSJtpYpDK,sing,mm,sim_sing_mm,1,0.808
gap,R_3GfEE0tSJtpYpDK,sing,m,sim_sing_m,1,0.871
gap,R_3GfEE0tSJtpYpDK,sing,m,sim_sing_m,1,1.452
gap,R_3GfEE0tSJtpYpDK,sing,mm,sim_sing_mm,1,1.301
gap,R_3GfEE0tSJtpYpDK,sing,mm,sim_sing_mm,1,0.651
gap,R_3GfEE0tSJtpYpDK,sing,m,sim_sing_m,1,0.702
gap,R_3GfEE0tSJtpYpDK,sing,m,sim_sing_m,0,1.286
gap,R_3GfEE0tSJtpYpDK,sing,mm,sim_sing_mm,1,0.697
gap,R_3GfEE0tSJtpYpDK,sing,mm,sim_sing_mm,1,0.785
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_m,1,1.469
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_m,1,0.99
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_mm,1,0.623
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_mm,1,0.469
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_m,1,0.484
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_m,1,0.57
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_mm,1,0.537
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_mm,1,0.907
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_m,1,0.792
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_m,1,0.959
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_mm,1,0.469
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_mm,1,0.455
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_m,0,1.218
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_m,1,0.438
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_mm,1,1.19
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_mm,1,0.496
gap,R_3gMLdLQylpAUOCz,sing,m,sim_sing_m,1,0.489
gap,R_3gMLdLQylpAUOCz,sing,m,sim_sing_m,1,0.768
gap,R_3gMLdLQylpAUOCz,sing,mm,sim_sing_mm,1,0.647
gap,R_3gMLdLQylpAUOCz,sing,mm,sim_sing_mm,1,0.738
gap,R_3gMLdLQylpAUOCz,sing,m,sim_sing_m,1,0.508
gap,R_3gMLdLQylpAUOCz,sing,m,sim_sing_m,1,0.604
gap,R_3gMLdLQylpAUOCz,sing,mm,sim_sing_mm,1,0.454
gap,R_3gMLdLQylpAUOCz,sing,mm,sim_sing_mm,1,0.769
gap,R_3gMLdLQylpAUOCz,sing,m,sim_sing_m,1,0.493
gap,R_3gMLdLQylpAUOCz,sing,m,sim_sing_m,1,1.145
gap,R_3gMLdLQylpAUOCz,sing,mm,sim_sing_mm,1,0.543
gap,R_3gMLdLQylpAUOCz,sing,mm,sim_sing_mm,0,0.645
gap,R_3gMLdLQylpAUOCz,sing,m,sim_sing_m,1,0.543
gap,R_3gMLdLQylpAUOCz,sing,m,sim_sing_m,1,0.618
gap,R_3gMLdLQylpAUOCz,sing,mm,sim_sing_mm,1,0.749
gap,R_3gMLdLQylpAUOCz,sing,mm,sim_sing_mm,1,0.761
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_m,1,0.833
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_m,1,4.193
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_mm,1,0.96
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_mm,1,0.49
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_m,1,1.31
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_m,1,0.657
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_mm,1,0.993
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_mm,1,0.933
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_m,1,1.342
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_m,1,5.174
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_mm,1,0.965
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_mm,1,1.227
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_m,1,0.909
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_m,1,0.789
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_mm,1,0.748
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_mm,0,2.827
gap,R_3GrJEh3BPMqoUIE,sing,m,sim_sing_m,1,0.807
gap,R_3GrJEh3BPMqoUIE,sing,m,sim_sing_m,0,1.131
gap,R_3GrJEh3BPMqoUIE,sing,mm,sim_sing_mm,0,4.721
gap,R_3GrJEh3BPMqoUIE,sing,mm,sim_sing_mm,0,0.755
gap,R_3GrJEh3BPMqoUIE,sing,m,sim_sing_m,1,0.655
gap,R_3GrJEh3BPMqoUIE,sing,m,sim_sing_m,1,0.544
gap,R_3GrJEh3BPMqoUIE,sing,mm,sim_sing_mm,1,0.906
gap,R_3GrJEh3BPMqoUIE,sing,mm,sim_sing_mm,1,0.877
gap,R_3GrJEh3BPMqoUIE,sing,m,sim_sing_m,1,1.397
gap,R_3GrJEh3BPMqoUIE,sing,m,sim_sing_m,1,0.591
gap,R_3GrJEh3BPMqoUIE,sing,mm,sim_sing_mm,1,0.809
