task,PPnr,conjunction_single,match_mismatch,trial,acc_conj,RT_conj,acc_sing,RT_sing
gap,R_1DUQTsUdLXCAotg,conj,mm,sim_conj_gd_mm_2,1,0.551,1,0.503
gap,R_1DUQTsUdLXCAotg,conj,mm,sim_conj_gs_mm_1,1,0.451,1,0.618
gap,R_1DUQTsUdLXCAotg,conj,mm,sim_conj_gs_mm_2,1,0.384,1,0.648
gap,R_1DUQTsUdLXCAotg,conj,mm,sim_conj_rd_mm_1,1,0.933,1,0.567
gap,R_1DUQTsUdLXCAotg,conj,mm,sim_conj_rd_mm_2,1,0.625,1,0.88
gap,R_1DUQTsUdLXCAotg,conj,mm,sim_conj_rs_mm_1,1,1.533,1,0.592
gap,R_1DUQTsUdLXCAotg,conj,mm,sim_conj_rs_mm_2,1,0.462,0,0.624
gap,R_1Ed18J86Ydnz5JK,conj,m,sim_conj_gd_m_1,1,1.63,1,1.756
gap,R_1Ed18J86Ydnz5JK,conj,m,sim_conj_gd_m_2,1,1.572,1,0.499
gap,R_1Ed18J86Ydnz5JK,conj,m,sim_conj_gs_m_1,0,0.631,1,0.485
gap,R_1Ed18J86Ydnz5JK,conj,m,sim_conj_gs_m_2,0,1.876,0,2.009
gap,R_1Ed18J86Ydnz5JK,conj,m,sim_conj_rd_m_1,1,0.889,0,1.197
gap,R_1Ed18J86Ydnz5JK,conj,m,sim_conj_rd_m_2,1,1.012,0,0.779
gap,R_1Ed18J86Ydnz5JK,conj,m,sim_conj_rs_m_1,1,1.205,0,2.358
gap,R_1Ed18J86Ydnz5JK,conj,m,sim_conj_rs_m_2,1,2.18,1,2.124
gap,R_1Ed18J86Ydnz5JK,conj,mm,sim_conj_gd_mm_1,1,1.134,1,0.511
gap,R_1Ed18J86Ydnz5JK,conj,mm,sim_conj_gd_mm_2,1,0.477,1,0.832
gap,R_1Ed18J86Ydnz5JK,conj,mm,sim_conj_gs_mm_1,1,1.353,1,0.36
gap,R_1Ed18J86Ydnz5JK,conj,mm,sim_conj_gs_mm_2,1,1.06,1,0.589
gap,R_1Ed18J86Ydnz5JK,conj,mm,sim_conj_rd_mm_1,1,0.511,1,0.742
gap,R_1Ed18J86Ydnz5JK,conj,mm,sim_conj_rd_mm_2,1,0.643,1,0.559
gap,R_1Ed18J86Ydnz5JK,conj,mm,sim_conj_rs_mm_1,1,1.486,1,1.451
gap,R_1Ed18J86Ydnz5JK,conj,mm,sim_conj_rs_mm_2,1,0.914,1,0.731
no_gap,R_1Ej3yOyXSRu4rHj,conj,m,sim_conj_gd_m_1,1,0.672,1,0.332
no_gap,R_1Ej3yOyXSRu4rHj,conj,m,sim_conj_gd_m_2,1,0.275,1,0.497
no_gap,R_1Ej3yOyXSRu4rHj,conj,m,sim_conj_gs_m_1,1,0.427,1,0.498
no_gap,R_1Ej3yOyXSRu4rHj,conj,m,sim_conj_gs_m_2,1,0.285,1,1.095
no_gap,R_1Ej3yOyXSRu4rHj,conj,m,sim_conj_rd_m_1,1,0.74,1,0.315
no_gap,R_1Ej3yOyXSRu4rHj,conj,m,sim_conj_rd_m_2,1,0.378,1,1.179
no_gap,R_1Ej3yOyXSRu4rHj,conj,m,sim_conj_rs_m_1,1,0.433,1,0.499
no_gap,R_1Ej3yOyXSRu4rHj,conj,m,sim_conj_rs_m_2,1,0.31,1,0.399
no_gap,R_1Ej3yOyXSRu4rHj,conj,mm,sim_conj_gd_mm_1,1,0.402,1,0.5
no_gap,R_1Ej3yOyXSRu4rHj,conj,mm,sim_conj_gd_mm_2,1,0.514,1,0.919
no_gap,R_1Ej3yOyXSRu4rHj,conj,mm,sim_conj_gs_mm_1,1,0.713,1,0.418
no_gap,R_1Ej3yOyXSRu4rHj,conj,mm,sim_conj_gs_mm_2,1,0.534,1,0.599
no_gap,R_1Ej3yOyXSRu4rHj,conj,mm,sim_conj_rd_mm_1,1,0.511,1,0.669
no_gap,R_1Ej3yOyXSRu4rHj,conj,mm,sim_conj_rd_mm_2,0,0.412,1,0.677
no_gap,R_1Ej3yOyXSRu4rHj,conj,mm,sim_conj_rs_mm_1,1,0.497,1,0.467
no_gap,R_1Ej3yOyXSRu4rHj,conj,mm,sim_conj_rs_mm_2,1,0.309,1,0.658
no_gap,R_1eK9C4dUWMG5UoE,conj,m,sim_conj_gd_m_1,1,0.555,1,0.55
no_gap,R_1eK9C4dUWMG5UoE,conj,m,sim_conj_gd_m_2,1,0.465,1,0.421
no_gap,R_1eK9C4dUWMG5UoE,conj,m,sim_conj_gs_m_1,1,0.695,1,0.416
no_gap,R_1eK9C4dUWMG5UoE,conj,m,sim_conj_gs_m_2,1,0.809,1,0.431
no_gap,R_1eK9C4dUWMG5UoE,conj,m,sim_conj_rd_m_1,1,0.395,1,0.401
no_gap,R_1eK9C4dUWMG5UoE,conj,m,sim_conj_rd_m_2,1,0.507,1,0.45
no_gap,R_1eK9C4dUWMG5UoE,conj,m,sim_conj_rs_m_1,1,0.653,1,0.592
no_gap,R_1eK9C4dUWMG5UoE,conj,m,sim_conj_rs_m_2,1,0.494,1,0.575
no_gap,R_1eK9C4dUWMG5UoE,conj,mm,sim_conj_gd_mm_1,1,0.777,1,0.994
no_gap,R_1eK9C4dUWMG5UoE,conj,mm,sim_conj_gd_mm_2,1,0.491,1,0.645
no_gap,R_1eK9C4dUWMG5UoE,conj,mm,sim_conj_gs_mm_1,1,0.468,1,1.122
no_gap,R_1eK9C4dUWMG5UoE,conj,mm,sim_conj_gs_mm_2,1,0.51,1,0.483
no_gap,R_1eK9C4dUWMG5UoE,conj,mm,sim_conj_rd_mm_1,1,0.617,1,0.49
no_gap,R_1eK9C4dUWMG5UoE,conj,mm,sim_conj_rd_mm_2,1,0.542,1,0.941
no_gap,R_1eK9C4dUWMG5UoE,conj,mm,sim_conj_rs_mm_1,1,0.45,1,1.003
no_gap,R_1eK9C4dUWMG5UoE,conj,mm,sim_conj_rs_mm_2,1,0.467,1,0.495
no_gap,R_1erta2V92H4drrE,conj,m,sim_conj_gd_m_1,1,1.138,0,5.036
no_gap,R_1erta2V92H4drrE,conj,m,sim_conj_gd_m_2,1,1.329,0,0.3
no_gap,R_1erta2V92H4drrE,conj,m,sim_conj_gs_m_1,1,1.04,0,52.691
no_gap,R_1erta2V92H4drrE,conj,m,sim_conj_gs_m_2,1,0.628,0,0.829
no_gap,R_1erta2V92H4drrE,conj,m,sim_conj_rd_m_1,1,1.922,1,2.63
no_gap,R_1erta2V92H4drrE,conj,m,sim_conj_rd_m_2,1,0.622,0,9.332
no_gap,R_1erta2V92H4drrE,conj,m,sim_conj_rs_m_1,1,0.004,1,1.352
no_gap,R_1erta2V92H4drrE,conj,m,sim_conj_rs_m_2,1,1.141,0,1.531
no_gap,R_1erta2V92H4drrE,conj,mm,sim_conj_gd_mm_1,0,1.338,1,1.642
no_gap,R_1erta2V92H4drrE,conj,mm,sim_conj_gd_mm_2,1,1.595,1,22.991
no_gap,R_1erta2V92H4drrE,conj,mm,sim_conj_gs_mm_1,1,0.78,1,1.221
no_gap,R_1erta2V92H4drrE,conj,mm,sim_conj_gs_mm_2,1,1.431,1,1.281
no_gap,R_1erta2V92H4drrE,conj,mm,sim_conj_rd_mm_1,1,1.401,1,6.486
no_gap,R_1erta2V92H4drrE,conj,mm,sim_conj_rd_mm_2,1,0.674,1,3.528
no_gap,R_1erta2V92H4drrE,conj,mm,sim_conj_rs_mm_1,1,1.991,1,1.867
no_gap,R_1erta2V92H4drrE,conj,mm,sim_conj_rs_mm_2,1,7.751,1,0.031
no_gap,R_1ex76BKICzdLpi3,conj,m,sim_conj_gd_m_1,1,1.012,1,0.919
no_gap,R_1ex76BKICzdLpi3,conj,m,sim_conj_gd_m_2,1,0.742,1,1.598
no_gap,R_1ex76BKICzdLpi3,conj,m,sim_conj_gs_m_1,1,0.662,1,1.396
no_gap,R_1ex76BKICzdLpi3,conj,m,sim_conj_gs_m_2,1,0.885,1,0.884
no_gap,R_1ex76BKICzdLpi3,conj,m,sim_conj_rd_m_1,1,0.713,1,0.998
no_gap,R_1ex76BKICzdLpi3,conj,m,sim_conj_rd_m_2,1,0.689,1,0.979
no_gap,R_1ex76BKICzdLpi3,conj,m,sim_conj_rs_m_1,1,0.957,1,1.013
no_gap,R_1ex76BKICzdLpi3,conj,m,sim_conj_rs_m_2,1,0.863,1,0.936
no_gap,R_1ex76BKICzdLpi3,conj,mm,sim_conj_gd_mm_1,1,0.898,1,1.234
no_gap,R_1ex76BKICzdLpi3,conj,mm,sim_conj_gd_mm_2,1,1.044,1,0.827
no_gap,R_1ex76BKICzdLpi3,conj,mm,sim_conj_gs_mm_1,1,0.628,1,1.372
no_gap,R_1ex76BKICzdLpi3,conj,mm,sim_conj_gs_mm_2,1,1.063,1,0.729
no_gap,R_1ex76BKICzdLpi3,conj,mm,sim_conj_rd_mm_1,1,0.812,1,1.37
no_gap,R_1ex76BKICzdLpi3,conj,mm,sim_conj_rd_mm_2,1,1.009,1,1.423
no_gap,R_1ex76BKICzdLpi3,conj,mm,sim_conj_rs_mm_1,1,0.998,1,0.956
no_gap,R_1ex76BKICzdLpi3,conj,mm,sim_conj_rs_mm_2,1,0.851,1,1.369
gap,R_1F3O1RwVVn1ANjS,conj,m,sim_conj_gd_m_1,1,1.202,1,0.578
gap,R_1F3O1RwVVn1ANjS,conj,m,sim_conj_gd_m_2,1,0.452,1,0.756
gap,R_1F3O1RwVVn1ANjS,conj,m,sim_conj_gs_m_1,1,1.011,0,0.941
gap,R_1F3O1RwVVn1ANjS,conj,m,sim_conj_gs_m_2,1,22.789,1,0.556
gap,R_1F3O1RwVVn1ANjS,conj,m,sim_conj_rd_m_1,1,1.069,1,0.667
gap,R_1F3O1RwVVn1ANjS,conj,m,sim_conj_rd_m_2,1,1.599,1,0.492
gap,R_1F3O1RwVVn1ANjS,conj,m,sim_conj_rs_m_1,1,1.86,1,0.537
gap,R_1F3O1RwVVn1ANjS,conj,m,sim_conj_rs_m_2,1,1.402,1,0.858
gap,R_1F3O1RwVVn1ANjS,conj,mm,sim_conj_gd_mm_1,1,2.069,1,0.647
gap,R_1F3O1RwVVn1ANjS,conj,mm,sim_conj_gd_mm_2,1,0.846,1,0.686
gap,R_1F3O1RwVVn1ANjS,conj,mm,sim_conj_gs_mm_1,1,0.641,1,0.589
gap,R_1F3O1RwVVn1ANjS,conj,mm,sim_conj_gs_mm_2,1,1.061,1,0.506
gap,R_1F3O1RwVVn1ANjS,conj,mm,sim_conj_rd_mm_1,1,0.593,1,0.515
gap,R_1F3O1RwVVn1ANjS,conj,mm,sim_conj_rd_mm_2,1,1.686,1,0.597
gap,R_1F3O1RwVVn1ANjS,conj,mm,sim_conj_rs_mm_1,0,1.415,1,1.087
gap,R_1F3O1RwVVn1ANjS,conj,mm,sim_conj_rs_mm_2,1,0.604,1,1.004
gap,R_1fd9g37kVcLlQon,conj,m,sim_conj_gd_m_1,0,1.707,1,0.495
gap,R_1fd9g37kVcLlQon,conj,m,sim_conj_gd_m_2,1,0.569,1,1.435
gap,R_1fd9g37kVcLlQon,conj,m,sim_conj_gs_m_1,1,0.569,0,0.991
gap,R_1fd9g37kVcLlQon,conj,m,sim_conj_gs_m_2,1,0.531,1,0.694
gap,R_1fd9g37kVcLlQon,conj,m,sim_conj_rd_m_1,1,0.727,1,0.515
gap,R_1fd9g37kVcLlQon,conj,m,sim_conj_rd_m_2,1,1.8,1,0.667
gap,R_1fd9g37kVcLlQon,conj,m,sim_conj_rs_m_1,1,1.018,1,0.464
gap,R_1fd9g37kVcLlQon,conj,m,sim_conj_rs_m_2,1,0.459,1,0.741
gap,R_1fd9g37kVcLlQon,conj,mm,sim_conj_gd_mm_1,1,0.431,1,0.648
gap,R_1fd9g37kVcLlQon,conj,mm,sim_conj_gd_mm_2,1,0.814,1,1.246
gap,R_1fd9g37kVcLlQon,conj,mm,sim_conj_gs_mm_1,1,1.068,1,1.076
gap,R_1fd9g37kVcLlQon,conj,mm,sim_conj_gs_mm_2,1,0.977,1,0.878
gap,R_1fd9g37kVcLlQon,conj,mm,sim_conj_rd_mm_1,1,1.016,1,0.667
gap,R_1fd9g37kVcLlQon,conj,mm,sim_conj_rd_mm_2,1,1.058,1,0.707
gap,R_1fd9g37kVcLlQon,conj,mm,sim_conj_rs_mm_1,1,0.683,1,0.688
gap,R_1fd9g37kVcLlQon,conj,mm,sim_conj_rs_mm_2,1,0.896,1,0.71
gap,R_1fjeMABd9YtFdM2,conj,m,sim_conj_gd_m_1,1,1.495,1,0.795
gap,R_1fjeMABd9YtFdM2,conj,m,sim_conj_gd_m_2,1,0.885,0,0.736
gap,R_1fjeMABd9YtFdM2,conj,m,sim_conj_gs_m_1,1,1.161,1,0.756
gap,R_1fjeMABd9YtFdM2,conj,m,sim_conj_gs_m_2,1,0.529,1,1.093
gap,R_1fjeMABd9YtFdM2,conj,m,sim_conj_rd_m_1,1,0.922,1,1.052
gap,R_1fjeMABd9YtFdM2,conj,m,sim_conj_rd_m_2,1,1.05,1,1.023
gap,R_1fjeMABd9YtFdM2,conj,m,sim_conj_rs_m_1,1,0.998,1,0.51
gap,R_1fjeMABd9YtFdM2,conj,m,sim_conj_rs_m_2,1,1.021,1,0.914
gap,R_1fjeMABd9YtFdM2,conj,mm,sim_conj_gd_mm_1,1,0.912,1,0.741
gap,R_1fjeMABd9YtFdM2,conj,mm,sim_conj_gd_mm_2,1,0.835,1,1.145
gap,R_1fjeMABd9YtFdM2,conj,mm,sim_conj_gs_mm_1,1,0.9,0,1.103
gap,R_1fjeMABd9YtFdM2,conj,mm,sim_conj_gs_mm_2,1,0.781,0,1.998
gap,R_1fjeMABd9YtFdM2,conj,mm,sim_conj_rd_mm_1,1,1.004,1,0.588
gap,R_1fjeMABd9YtFdM2,conj,mm,sim_conj_rd_mm_2,1,1.207,1,1.331
gap,R_1fjeMABd9YtFdM2,conj,mm,sim_conj_rs_mm_1,1,0.888,1,0.533
gap,R_1fjeMABd9YtFdM2,conj,mm,sim_conj_rs_mm_2,1,1.037,0,0.667
gap,R_1FkyCxrQzCKlVM3,conj,m,sim_conj_gd_m_1,1,0.825,1,0.777
gap,R_1FkyCxrQzCKlVM3,conj,m,sim_conj_gd_m_2,1,0.989,1,1.207
gap,R_1FkyCxrQzCKlVM3,conj,m,sim_conj_gs_m_1,1,0.859,0,1.776
gap,R_1FkyCxrQzCKlVM3,conj,m,sim_conj_gs_m_2,1,0.75,1,0.853
gap,R_1FkyCxrQzCKlVM3,conj,m,sim_conj_rd_m_1,1,1.706,1,0.796
gap,R_1FkyCxrQzCKlVM3,conj,m,sim_conj_rd_m_2,1,0.629,1,0.944
gap,R_1FkyCxrQzCKlVM3,conj,m,sim_conj_rs_m_1,1,1.017,1,0.873
gap,R_1FkyCxrQzCKlVM3,conj,m,sim_conj_rs_m_2,0,1.231,1,0.961
gap,R_1FkyCxrQzCKlVM3,conj,mm,sim_conj_gd_mm_1,1,0.728,1,0.747
gap,R_1FkyCxrQzCKlVM3,conj,mm,sim_conj_gd_mm_2,1,0.965,1,0.955
gap,R_1FkyCxrQzCKlVM3,conj,mm,sim_conj_gs_mm_1,1,0.948,1,0.926
gap,R_1FkyCxrQzCKlVM3,conj,mm,sim_conj_gs_mm_2,1,0.864,1,1.895
gap,R_1FkyCxrQzCKlVM3,conj,mm,sim_conj_rd_mm_1,1,0.989,1,1.01
gap,R_1FkyCxrQzCKlVM3,conj,mm,sim_conj_rd_mm_2,0,0.567,1,0.787
gap,R_1FkyCxrQzCKlVM3,conj,mm,sim_conj_rs_mm_1,1,0.971,1,0.677
gap,R_1FkyCxrQzCKlVM3,conj,mm,sim_conj_rs_mm_2,1,1.12,1,1.191
no_gap,R_1flJVVkbxzk1i5c,conj,m,sim_conj_gd_m_1,1,0.519,1,0.762
no_gap,R_1flJVVkbxzk1i5c,conj,m,sim_conj_gd_m_2,1,0.586,1,1.359
no_gap,R_1flJVVkbxzk1i5c,conj,m,sim_conj_gs_m_1,1,0.509,1,0.796
no_gap,R_1flJVVkbxzk1i5c,conj,m,sim_conj_gs_m_2,1,0.438,1,0.641
no_gap,R_1flJVVkbxzk1i5c,conj,m,sim_conj_rd_m_1,1,0.44,1,0.647
no_gap,R_1flJVVkbxzk1i5c,conj,m,sim_conj_rd_m_2,1,0.593,1,0.495
no_gap,R_1flJVVkbxzk1i5c,conj,m,sim_conj_rs_m_1,1,0.606,1,0.799
no_gap,R_1flJVVkbxzk1i5c,conj,m,sim_conj_rs_m_2,1,0.487,1,0.431
no_gap,R_1flJVVkbxzk1i5c,conj,mm,sim_conj_gd_mm_1,1,0.548,1,0.896
no_gap,R_1flJVVkbxzk1i5c,conj,mm,sim_conj_gd_mm_2,1,0.492,1,0.707
no_gap,R_1flJVVkbxzk1i5c,conj,mm,sim_conj_gs_mm_1,1,0.452,1,0.844
no_gap,R_1flJVVkbxzk1i5c,conj,mm,sim_conj_gs_mm_2,1,0.592,1,0.685
no_gap,R_1flJVVkbxzk1i5c,conj,mm,sim_conj_rd_mm_1,1,0.427,1,0.51
no_gap,R_1flJVVkbxzk1i5c,conj,mm,sim_conj_rd_mm_2,1,0.703,1,0.53
no_gap,R_1flJVVkbxzk1i5c,conj,mm,sim_conj_rs_mm_1,1,0.532,1,1.152
no_gap,R_1flJVVkbxzk1i5c,conj,mm,sim_conj_rs_mm_2,1,0.486,1,0.823
gap,R_1FlZaoI26lrL1xW,conj,m,sim_conj_gd_m_1,1,0.483,1,0.82
gap,R_1FlZaoI26lrL1xW,conj,m,sim_conj_gd_m_2,1,1.194,1,0.519
gap,R_1FlZaoI26lrL1xW,conj,m,sim_conj_gs_m_1,0,0.557,1,0.5
gap,R_1FlZaoI26lrL1xW,conj,m,sim_conj_gs_m_2,0,1.146,1,0.669
gap,R_1FlZaoI26lrL1xW,conj,m,sim_conj_rd_m_1,1,0.485,1,0.455
gap,R_1FlZaoI26lrL1xW,conj,m,sim_conj_rd_m_2,1,0.483,1,0.49
gap,R_1FlZaoI26lrL1xW,conj,m,sim_conj_rs_m_1,1,0.662,1,0.558
gap,R_1FlZaoI26lrL1xW,conj,m,sim_conj_rs_m_2,1,0.679,1,0.562
gap,R_1FlZaoI26lrL1xW,conj,mm,sim_conj_gd_mm_1,1,0.545,1,0.522
gap,R_1FlZaoI26lrL1xW,conj,mm,sim_conj_gd_mm_2,1,0.707,1,0.585
gap,R_1FlZaoI26lrL1xW,conj,mm,sim_conj_gs_mm_1,1,1.031,1,0.801
gap,R_1FlZaoI26lrL1xW,conj,mm,sim_conj_gs_mm_2,1,0.773,1,0.687
gap,R_1FlZaoI26lrL1xW,conj,mm,sim_conj_rd_mm_1,1,0.723,0,0.661
gap,R_1FlZaoI26lrL1xW,conj,mm,sim_conj_rd_mm_2,1,0.733,1,0.607
gap,R_1FlZaoI26lrL1xW,conj,mm,sim_conj_rs_mm_1,1,0.503,1,0.539
gap,R_1FlZaoI26lrL1xW,conj,mm,sim_conj_rs_mm_2,1,2.49,1,0.697
gap,R_1FQy7LAFBlt3sbw,conj,m,sim_conj_gd_m_1,1,0.585,1,1.132
gap,R_1FQy7LAFBlt3sbw,conj,m,sim_conj_gd_m_2,0,1.23,1,1.378
gap,R_1FQy7LAFBlt3sbw,conj,m,sim_conj_gs_m_1,1,1.184,1,0.76
gap,R_1FQy7LAFBlt3sbw,conj,m,sim_conj_gs_m_2,1,0.977,1,1.134
gap,R_1FQy7LAFBlt3sbw,conj,m,sim_conj_rd_m_1,1,1.09,1,1.786
gap,R_1FQy7LAFBlt3sbw,conj,m,sim_conj_rd_m_2,1,1.467,1,1.279
gap,R_1FQy7LAFBlt3sbw,conj,m,sim_conj_rs_m_1,1,1.021,1,0.9
gap,R_1FQy7LAFBlt3sbw,conj,m,sim_conj_rs_m_2,1,1.087,1,1.094
gap,R_1FQy7LAFBlt3sbw,conj,mm,sim_conj_gd_mm_1,1,0.743,1,1.224
gap,R_1FQy7LAFBlt3sbw,conj,mm,sim_conj_gd_mm_2,1,0.747,1,0.931
gap,R_1FQy7LAFBlt3sbw,conj,mm,sim_conj_gs_mm_1,1,0.814,1,0.809
gap,R_1FQy7LAFBlt3sbw,conj,mm,sim_conj_gs_mm_2,1,0.968,0,1.43
gap,R_1FQy7LAFBlt3sbw,conj,mm,sim_conj_rd_mm_1,1,0.825,1,0.54
gap,R_1FQy7LAFBlt3sbw,conj,mm,sim_conj_rd_mm_2,1,1.612,0,0.793
gap,R_1FQy7LAFBlt3sbw,conj,mm,sim_conj_rs_mm_1,1,1.304,1,1.043
gap,R_1FQy7LAFBlt3sbw,conj,mm,sim_conj_rs_mm_2,1,0.876,1,1.89
gap,R_1FzvTdctlBl6mau,conj,m,sim_conj_gd_m_1,1,1.143,1,1.423
gap,R_1FzvTdctlBl6mau,conj,m,sim_conj_gd_m_2,1,1.604,1,1.163
gap,R_1FzvTdctlBl6mau,conj,m,sim_conj_gs_m_1,1,0.613,1,0.965
gap,R_1FzvTdctlBl6mau,conj,m,sim_conj_gs_m_2,0,0.552,1,1.909
gap,R_1FzvTdctlBl6mau,conj,m,sim_conj_rd_m_1,0,2.974,1,1.715
gap,R_1FzvTdctlBl6mau,conj,m,sim_conj_rd_m_2,1,0.797,1,0.86
gap,R_1FzvTdctlBl6mau,conj,m,sim_conj_rs_m_1,1,0.761,1,1.639
gap,R_1FzvTdctlBl6mau,conj,m,sim_conj_rs_m_2,1,1.282,1,1.006
gap,R_1FzvTdctlBl6mau,conj,mm,sim_conj_gd_mm_1,1,1.565,1,1.868
gap,R_1FzvTdctlBl6mau,conj,mm,sim_conj_gd_mm_2,1,1.058,1,0.69
gap,R_1FzvTdctlBl6mau,conj,mm,sim_conj_gs_mm_1,1,0.95,0,2.028
gap,R_1FzvTdctlBl6mau,conj,mm,sim_conj_gs_mm_2,1,0.662,1,1.067
gap,R_1FzvTdctlBl6mau,conj,mm,sim_conj_rd_mm_1,1,0.911,1,0.939
gap,R_1FzvTdctlBl6mau,conj,mm,sim_conj_rd_mm_2,1,0.669,1,0.876
gap,R_1FzvTdctlBl6mau,conj,mm,sim_conj_rs_mm_1,1,0.741,1,0.632
gap,R_1FzvTdctlBl6mau,conj,mm,sim_conj_rs_mm_2,1,1.005,0,2.072
no_gap,R_1g6KjG4gA3vEJF7,conj,m,sim_conj_gd_m_1,1,0.404,1,0.703
no_gap,R_1g6KjG4gA3vEJF7,conj,m,sim_conj_gd_m_2,1,1.004,1,0.772
no_gap,R_1g6KjG4gA3vEJF7,conj,m,sim_conj_gs_m_1,1,1.6,1,1.255
no_gap,R_1g6KjG4gA3vEJF7,conj,m,sim_conj_gs_m_2,1,0.674,1,0.747
no_gap,R_1g6KjG4gA3vEJF7,conj,m,sim_conj_rd_m_1,1,1.056,1,0.94
no_gap,R_1g6KjG4gA3vEJF7,conj,m,sim_conj_rd_m_2,1,1.097,1,1.255
no_gap,R_1g6KjG4gA3vEJF7,conj,m,sim_conj_rs_m_1,1,0.849,1,0.474
no_gap,R_1g6KjG4gA3vEJF7,conj,m,sim_conj_rs_m_2,1,0.752,1,0.973
no_gap,R_1g6KjG4gA3vEJF7,conj,mm,sim_conj_gd_mm_1,1,1.319,1,0.463
no_gap,R_1g6KjG4gA3vEJF7,conj,mm,sim_conj_gd_mm_2,1,1.624,1,0.932
no_gap,R_1g6KjG4gA3vEJF7,conj,mm,sim_conj_gs_mm_1,1,0.961,1,0.493
no_gap,R_1g6KjG4gA3vEJF7,conj,mm,sim_conj_gs_mm_2,1,2.533,1,1.028
no_gap,R_1g6KjG4gA3vEJF7,conj,mm,sim_conj_rd_mm_1,1,1.213,1,0.844
no_gap,R_1g6KjG4gA3vEJF7,conj,mm,sim_conj_rd_mm_2,1,0.543,1,1.868
no_gap,R_1g6KjG4gA3vEJF7,conj,mm,sim_conj_rs_mm_1,1,0.611,1,1.533
no_gap,R_1g6KjG4gA3vEJF7,conj,mm,sim_conj_rs_mm_2,0,0.946,1,0.452
gap,R_1GEw2ntVr6WT5FY,conj,m,sim_conj_gd_m_1,1,0.462,0,0.538
gap,R_1GEw2ntVr6WT5FY,conj,m,sim_conj_gd_m_2,1,0.487,1,0.788
gap,R_1GEw2ntVr6WT5FY,conj,m,sim_conj_gs_m_1,1,0.487,1,0.791
gap,R_1GEw2ntVr6WT5FY,conj,m,sim_conj_gs_m_2,1,0.75,1,0.456
gap,R_1GEw2ntVr6WT5FY,conj,m,sim_conj_rd_m_1,1,0.463,1,0.487
gap,R_1GEw2ntVr6WT5FY,conj,m,sim_conj_rd_m_2,1,0.429,1,0.451
gap,R_1GEw2ntVr6WT5FY,conj,m,sim_conj_rs_m_1,1,0.516,1,0.465
gap,R_1GEw2ntVr6WT5FY,conj,m,sim_conj_rs_m_2,1,0.43,1,0.86
gap,R_1GEw2ntVr6WT5FY,conj,mm,sim_conj_gd_mm_1,1,0.494,1,0.82
gap,R_1GEw2ntVr6WT5FY,conj,mm,sim_conj_gd_mm_2,1,0.555,1,0.794
gap,R_1GEw2ntVr6WT5FY,conj,mm,sim_conj_gs_mm_1,1,0.694,1,0.695
gap,R_1GEw2ntVr6WT5FY,conj,mm,sim_conj_gs_mm_2,1,0.554,1,0.545
gap,R_1GEw2ntVr6WT5FY,conj,mm,sim_conj_rd_mm_1,1,0.551,1,0.513
gap,R_1GEw2ntVr6WT5FY,conj,mm,sim_conj_rd_mm_2,1,0.521,1,1.847
gap,R_1GEw2ntVr6WT5FY,conj,mm,sim_conj_rs_mm_1,1,0.551,1,1.248
gap,R_1GEw2ntVr6WT5FY,conj,mm,sim_conj_rs_mm_2,1,0.774,1,1.475
gap,R_1gGFiI9dwPgNWnF,conj,m,sim_conj_gd_m_1,1,0.909,1,0.577
gap,R_1gGFiI9dwPgNWnF,conj,m,sim_conj_gd_m_2,1,0.619,1,1.132
gap,R_1gGFiI9dwPgNWnF,conj,m,sim_conj_gs_m_1,1,0.454,1,0.573
gap,R_1gGFiI9dwPgNWnF,conj,m,sim_conj_gs_m_2,1,0.744,1,0.68
gap,R_1gGFiI9dwPgNWnF,conj,m,sim_conj_rd_m_1,1,0.825,1,0.734
gap,R_1gGFiI9dwPgNWnF,conj,m,sim_conj_rd_m_2,1,0.415,1,1.004
gap,R_1gGFiI9dwPgNWnF,conj,m,sim_conj_rs_m_1,0,0.54,1,0.66
gap,R_1gGFiI9dwPgNWnF,conj,m,sim_conj_rs_m_2,1,0.628,1,0.675
gap,R_1gGFiI9dwPgNWnF,conj,mm,sim_conj_gd_mm_1,1,0.792,1,0.609
gap,R_1gGFiI9dwPgNWnF,conj,mm,sim_conj_gd_mm_2,0,0.532,1,0.737
gap,R_1gGFiI9dwPgNWnF,conj,mm,sim_conj_gs_mm_1,1,0.698,1,0.935
gap,R_1gGFiI9dwPgNWnF,conj,mm,sim_conj_gs_mm_2,1,0.847,1,0.838
gap,R_1gGFiI9dwPgNWnF,conj,mm,sim_conj_rd_mm_1,1,0.466,1,0.605
gap,R_1gGFiI9dwPgNWnF,conj,mm,sim_conj_rd_mm_2,1,0.379,1,1.53
gap,R_1gGFiI9dwPgNWnF,conj,mm,sim_conj_rs_mm_1,0,0.877,1,1.128
gap,R_1gGFiI9dwPgNWnF,conj,mm,sim_conj_rs_mm_2,1,0.725,1,0.639
no_gap,R_1gHKNsWNE1ugMUa,conj,m,sim_conj_gd_m_1,1,0.778,1,1.204
no_gap,R_1gHKNsWNE1ugMUa,conj,m,sim_conj_gd_m_2,1,1.324,1,1.388
no_gap,R_1gHKNsWNE1ugMUa,conj,m,sim_conj_gs_m_1,1,1.2,1,1.518
no_gap,R_1gHKNsWNE1ugMUa,conj,m,sim_conj_gs_m_2,1,0.799,1,1.622
no_gap,R_1gHKNsWNE1ugMUa,conj,m,sim_conj_rd_m_1,1,1.601,1,1.876
