Task,Trial Type,PPnr,accuracy,reaction_time
short cue,dual feature,R_1Ej3yOyXSRu4rHj,0.938,0.467
short cue,dual feature,R_1eK9C4dUWMG5UoE,1,0.556
short cue,dual feature,R_1erta2V92H4drrE,0.938,1.21
short cue,dual feature,R_1ex76BKICzdLpi3,1,0.864
short cue,dual feature,R_1flJVVkbxzk1i5c,1,0.526
short cue,dual feature,R_1g6KjG4gA3vEJF7,0.938,1.08
short cue,dual feature,R_1gHKNsWNE1ugMUa,1,1.13
short cue,dual feature,R_1HkLtKPGeWEXFwg,1,0.828
short cue,dual feature,R_1HpZbLVjg7CUvTk,0.938,0.938
short cue,dual feature,R_1hzkst2wvP8JIH4,1,0.75
short cue,dual feature,R_1IfTVw1P9JXGPqL,1,0.878
short cue,dual feature,R_1imoeufCHjjazMW,1,0.717
short cue,dual feature,R_1IR8kofj9wFWdIF,1,1.31
short cue,dual feature,R_1ISOn43feC1HgrC,0.875,1.16
short cue,dual feature,R_1IXVr7a4rbLclDy,1,1.29
short cue,dual feature,R_1jCgwQdSLoXJHUV,1,1.42
short cue,dual feature,R_1jDKVL7IiGl9Yg2,1,1.36
short cue,dual feature,R_1jE8xih7Lg9IirX,1,0.476
short cue,dual feature,R_1jH3pdKIvdSHNIY,0.938,0.668
short cue,dual feature,R_1jrzi2l761541zF,1,0.657
short cue,dual feature,R_1K3eLYRF0WM0F1x,1,1.22
short cue,dual feature,R_1K6KGucq5uhaFzv,1,1.66
short cue,dual feature,R_1K71a7Ou0dd9RDl,0.938,0.945
short cue,dual feature,R_1KqDdYqdsxJyWIf,1,0.693
short cue,dual feature,R_1LXmTvk5iLuGEaA,1,0.672
short cue,dual feature,R_1lzzukvJq3atYiQ,1,0.653
short cue,dual feature,R_1mC4cBupoC4tHV4,1,0.732
short cue,dual feature,R_1mIULYprIrOv92G,1,0.578
short cue,dual feature,R_1mmFOe3uknXraci,1,1.14
short cue,dual feature,R_1nOO1BGaTXG8VNZ,0.938,1.17
short cue,dual feature,R_1nOQ0qbgqQcSRz6,1,0.849
short cue,dual feature,R_1OkOyQCupky29ws,0.938,0.774
short cue,dual feature,R_1OVnUIQoDvuoLoa,1,1.03
short cue,dual feature,R_1PemspRhIIq93Jq,1,1.58
short cue,dual feature,R_1pMrEEZMbPml0WU,0.938,0.667
short cue,dual feature,R_1pukYYnbpsfMrZv,1,0.717
short cue,dual feature,R_1PXVhaM73VwX7i7,1,0.443
short cue,dual feature,R_1QDSGYxg9iGBQ1N,0.938,1.15
short cue,dual feature,R_1qXpoOypYbjTRWl,1,1.63
short cue,dual feature,R_1rla5wg2eJeofgU,0.938,0.719
short cue,dual feature,R_1rvojTzRtsDhwWZ,1,0.448
short cue,dual feature,R_1XqCDwzg1i2Esxj,1,1.02
short cue,dual feature,R_20Mv4w5vYeNCTls,0.938,0.782
short cue,dual feature,R_23TwjQv7jVMZAHh,0.938,1.5
short cue,dual feature,R_24HieJfWwUqqVSw,0.938,1.29
short cue,dual feature,R_24jTtLg98nGv99c,1,0.665
short cue,dual feature,R_25BzCJwLFrqdpOi,0.667,1.57
short cue,dual feature,R_27EkFokF3zDCAFg,1,0.667
short cue,dual feature,R_27HkygMlXuzFDss,1,1.23
short cue,dual feature,R_28B8ByTcmPbYYBi,1,0.902
short cue,dual feature,R_290a4seCfd02VPe,1,0.805
short cue,dual feature,R_29buJYsXisup2Mb,0.938,1.56
short cue,dual feature,R_2aDYCLDeHnDcoTK,1,0.66
short cue,dual feature,R_2AZHWSSUZ7gAeVu,1,1.69
short cue,dual feature,R_2BnRYuqRU9MgxDH,0.938,0.886
short cue,dual feature,R_2BtIrCsNLg3M5Hv,0.938,1.02
short cue,dual feature,R_2c6m9mRMP3vRtxF,1,0.819
short cue,dual feature,R_2cc7FPRMpuGx2CV,0.938,0.488
short cue,dual feature,R_2CDt4ymTrZ6kFn0,0.938,1.91
short cue,dual feature,R_2cnGgIRvbYUU2JM,1,0.949
short cue,dual feature,R_2cvhE0HTQ1JO49j,1,1.44
short cue,dual feature,R_2dYKuSke1t2VOfa,1,0.646
short cue,dual feature,R_2f6VCNeHmcSqTrE,1,0.666
short cue,dual feature,R_2fD1bJjW95gw3LB,1,1.15
short cue,dual feature,R_2P1NXSwrNBPPbSy,1,1.32
short cue,dual feature,R_2P5OftLBu8Xnm63,1,0.686
short cue,dual feature,R_2pJiC30bA23mBP9,1,0.838
short cue,dual feature,R_2QggTeu9uNjR2Kz,0.938,1.47
short cue,dual feature,R_2Qn8nKQlmurWj6x,0.75,1.33
short cue,dual feature,R_2qxGC4cTbe7xhyS,0.938,0.576
short cue,dual feature,R_2R81qJfBkmFANkJ,0.875,0.975
short cue,dual feature,R_2rVd3Udq0Naa4tm,1,0.99
short cue,dual feature,R_2s5BrOZwyfMmXNT,0.938,0.808
short cue,dual feature,R_2saKX0rCpQMSpWC,1,0.812
short cue,dual feature,R_2sZwXaQWcDrXX4J,1,0.592
short cue,dual feature,R_2t2RITW5Msrt0v1,1,0.71
short cue,dual feature,R_2t8PKxoTop4myWX,1,0.943
short cue,dual feature,R_2TvjCe31vsmiZgF,1,0.73
short cue,dual feature,R_2tzNr5GcFWibgNj,0.875,1.05
short cue,dual feature,R_2uaROXK2JM6R5KN,1,0.583
short cue,dual feature,R_2uEyL6gg252E1VJ,1,0.895
short cue,dual feature,R_2uPd3IAgL1aElYJ,1,0.678
short cue,dual feature,R_2UYj6qVJqb6JhXS,1,0.841
short cue,dual feature,R_2v1EkCyV15Ok7D5,1,0.556
short cue,dual feature,R_2v6M4LykwnHQpey,1,0.675
short cue,dual feature,R_2wgkGKCmXhgbs6f,0.813,0.687
short cue,dual feature,R_2whKJfx0Nt043dd,1,0.477
short cue,dual feature,R_2xIZjV9sIl4RF6P,0.938,1.11
short cue,dual feature,R_2xxfsrIN77B2IyP,0.938,1.51
short cue,dual feature,R_2Y5SgzE2hzm4IzP,1,1.37
short cue,dual feature,R_2zMG3pjpYVG6q9D,0.938,1.44
short cue,dual feature,R_2zZOxm6mvhN3djv,1,0.486
short cue,dual feature,R_31HQAyCP0raT1FV,1,0.483
short cue,dual feature,R_32Ph5gf2egyE3BQ,0.938,0.85
short cue,dual feature,R_32SfLOnCsAkGpkr,1,0.714
short cue,dual feature,R_389Zio7QxIjX2Gl,1,1.6
short cue,dual feature,R_3CE2psUILAye8Gw,1,1.72
short cue,dual feature,R_3CQ5KT4CZBYWAlC,1,0.613
short cue,dual feature,R_3dG1KAXAFwYYSNa,0.938,1.2
short cue,dual feature,R_3dYB6FtZaYKmnQI,0.938,0.796
short cue,dual feature,R_3ekQwKF3mgu5b6t,0.938,0.677
short cue,dual feature,R_3emJvrH8C0R8XAf,1,1.11
short cue,dual feature,R_3EnIpSKfpoFxj4q,0.875,1.13
short cue,dual feature,R_3F4Nuu63mcg282m,0.875,1.31
short cue,dual feature,R_3fekyhJ51vsHhVz,1,0.655
short cue,dual feature,R_3huTrvGn33dOCmD,0.813,1.29
short cue,dual feature,R_3hxsgJPCQz6ODRf,0.938,1.28
short cue,dual feature,R_3I6Ku341O3voRKF,1,1.44
short cue,dual feature,R_3IawjgtbqJ8vZS1,1,0.696
short cue,dual feature,R_3IbLExNViiL7Wmj,0.667,1.96
short cue,dual feature,R_3isy7djZDjX51Zy,1,1.57
short cue,dual feature,R_3iUBe2A2sqTNxe6,0.938,0.701
short cue,dual feature,R_3J5dZzQpHZlbptE,0.938,1.07
short cue,dual feature,R_3J7WamqLp1arSYg,1,0.834
short cue,dual feature,R_3J8imcd2CT8E7nV,1,0.732
short cue,dual feature,R_3JepjzwRIn4QNMa,0.875,1.18
short cue,dual feature,R_3JKuKZTaXlZlS9L,0.875,1.03
short cue,dual feature,R_3L0GKcwhfD3ONGp,1,0.645
short cue,dual feature,R_3L8bKSLPWWYQbb1,1,0.955
short cue,dual feature,R_3lA2P9y5IuW1K16,0.875,0.595
short cue,dual feature,R_3lQSewC3zD0cqPm,1,0.517
short cue,dual feature,R_3lW8WmUtn8ktnqb,1,1.83
short cue,dual feature,R_3LYmXrQqAEkquZp,1,0.657
short cue,dual feature,R_3m29EB99jBC3eYM,0.938,0.714
short cue,dual feature,R_3mfrYYubAvKcVXD,1,0.684
short cue,dual feature,R_3MrsBALpPMDdc4K,0.938,1.82
short cue,dual feature,R_3MsZ1FtrecdI6Bk,1,1.02
short cue,dual feature,R_3ni4oB2dXSyqVt5,0.938,0.716
short cue,dual feature,R_3NLrAGnHeCcusnN,0.938,0.92
short cue,dual feature,R_3nTN2on5k76PSqy,0.938,0.734
short cue,dual feature,R_3nuRnyn8F7V1zzY,0.938,1.27
short cue,dual feature,R_3nvCR77A2gIXUnU,1,0.817
short cue,dual feature,R_3OijgTkqK3N1vDR,1,0.83
short cue,dual feature,R_3PH8KwGY7M572k7,0.813,1.23
short cue,dual feature,R_3PhNSDcozSxV4x6,1,0.553
short cue,dual feature,R_3PHnuh1NwQxBUke,1,0.776
short cue,dual feature,R_3plRloA3DMCWRlm,0.875,0.744
short cue,dual feature,R_3PoF0xbH4zPk6H9,1,0.845
short cue,dual feature,R_3PUkBY8ioPt2QHk,1,0.836
short cue,dual feature,R_3qE9UFs34ohzB4u,0.938,0.879
short cue,dual feature,R_3qIGvV1gBPeGAF3,1,0.7
short cue,dual feature,R_3qqgOHNsjhwxEbU,1,0.831
short cue,dual feature,R_3r1hJN0OmOW9eWt,0.938,1.13
short cue,dual feature,R_3r2uzs1xxGdN7Xt,0.938,1.6
short cue,dual feature,R_3R2V7o3AKvD3riN,0.938,1.13
short cue,dual feature,R_3sgjFLFAcfatVu1,1,0.881
short cue,dual feature,R_3snnTFxEmMWchE3,1,1.22
short cue,dual feature,R_4HGqzV1TmoKnmRb,1,0.936
short cue,dual feature,R_4UcujUnUkeMAjcd,1,1.28
short cue,dual feature,R_5AccJZEMv9dA7ZL,0.938,1.48
short cue,dual feature,R_5Bl0sD2ma6kOenD,0.938,2.04
short cue,dual feature,R_6QoG7SGfNSA5MY1,0.875,1.54
short cue,dual feature,R_78aLaJZ9ov7E4z7,0.938,1.27
short cue,dual feature,R_7QYLh7Cv4ho9ne9,1,0.872
short cue,dual feature,R_8039DfpRFz4mdlD,0.938,0.893
short cue,dual feature,R_81zsKze4hKiO3Ch,1,0.662
short cue,dual feature,R_821ywZ3Ur7opgmR,1,1.38
short cue,dual feature,R_8qYu2CCKRBiPBjb,1,1.01
short cue,dual feature,R_AhqftoXBoaz9xId,1,0.979
short cue,dual feature,R_aXyHoAyLu9CDc4N,0.875,0.84
short cue,dual feature,R_BEpHnJisiwxS1z3,0.938,1.7
short cue,dual feature,R_bj5pW4Iu3tLbUnT,1,2.36
short cue,dual feature,R_bJ8LN8hW9Wr5SFj,1,0.573
short cue,dual feature,R_BV2jiQRnLfyGBYl,1,0.77
short cue,dual feature,R_Cjijzqk1J6xkLdf,1,0.783
short cue,dual feature,R_d6C5372Rri91D57,1,1.17
short cue,dual feature,R_DcbIYJJOl9NfnSV,1,0.454
short cue,dual feature,R_dh9Z16ZeR9OmSJj,1,0.626
short cue,dual feature,R_dm7E2sdo1YUjT3z,1,0.467
short cue,dual feature,R_dmY5Tc0WANqnPs5,0.813,1.18
short cue,dual feature,R_eai96tm4PUo2JmF,0.938,0.843
short cue,dual feature,R_eJrfTYcTp9qL7ix,1,0.72
short cue,dual feature,R_eyNfgTiSRXT8Xi9,0.938,1.23
short cue,dual feature,R_O0WT1fmWD73IgCZ,1,0.942
short cue,dual feature,R_Ope2sXA3sL6z35T,1,0.805
short cue,dual feature,R_PA36VyjszG9W9gt,0.875,1.32
short cue,dual feature,R_pufazghR2YH4Vqx,0.875,1.11
short cue,dual feature,R_PYUFtJ6v69P19WF,1,0.795
short cue,dual feature,R_Q3QAyLhzVGkm1hL,0.938,1.14
short cue,dual feature,R_r25ZrJt80L0xZ5v,1,0.971
short cue,dual feature,R_sZRf0Q5e9LGW9gJ,1,2.29
short cue,dual feature,R_tLqTSkDsUZvWP4t,1,0.761
short cue,dual feature,R_tQjTkAdN6h1rHHP,1,0.752
short cue,dual feature,R_UA47gf9TzaRpJ0B,0.938,1.29
short cue,dual feature,R_UnfbYQPONiXwHgB,0.938,1.29
short cue,dual feature,R_vcofmMoT48YgqGd,1,1.06
short cue,dual feature,R_vdAXj8lKTQiuvLj,0.938,1.72
short cue,dual feature,R_vl7yAhjMq73ut4l,0.938,0.927
short cue,dual feature,R_VPabY1AJYIyCZPz,0.938,1.19
short cue,dual feature,R_W8LdRMuNzFlfzfX,1,0.588
short cue,dual feature,R_WfBh84bVieh94u5,0.938,0.983
short cue,dual feature,R_xfUcAaPbjk0g6Jz,1,0.7
short cue,dual feature,R_Y050be3d1qTgt21,0.938,0.743
short cue,dual feature,R_ykzlIRPd0KX2ZW1,1,1.04
short cue,dual feature,R_ypQ4ZCs1p2l24eJ,1,0.762
short cue,dual feature,R_yPWGGeD3XC6CB0t,0.938,0.743
short cue,dual feature,R_1240oKwSUYFSJUY,NaN,NaN
short cue,dual feature,R_125qGAPsEKNgCik,NaN,NaN
short cue,dual feature,R_1BYsxPc3DVzRRdc,NaN,NaN
short cue,dual feature,R_1C4075atnBURXV9,NaN,NaN
short cue,dual feature,R_1Ca7oDDfGUuqpD2,NaN,NaN
short cue,dual feature,R_1DUQTsUdLXCAotg,NaN,NaN
short cue,dual feature,R_1Ed18J86Ydnz5JK,NaN,NaN
short cue,dual feature,R_1F3O1RwVVn1ANjS,NaN,NaN
short cue,dual feature,R_1fd9g37kVcLlQon,NaN,NaN
short cue,dual feature,R_1fjeMABd9YtFdM2,NaN,NaN
short cue,dual feature,R_1FkyCxrQzCKlVM3,NaN,NaN
short cue,dual feature,R_1FlZaoI26lrL1xW,NaN,NaN
short cue,dual feature,R_1FQy7LAFBlt3sbw,NaN,NaN
short cue,dual feature,R_1FzvTdctlBl6mau,NaN,NaN
short cue,dual feature,R_1GEw2ntVr6WT5FY,NaN,NaN
short cue,dual feature,R_1gGFiI9dwPgNWnF,NaN,NaN
short cue,dual feature,R_1gTnf5neAjKhFhT,NaN,NaN
short cue,dual feature,R_1H5WiYRCLXLoMr6,NaN,NaN
short cue,dual feature,R_1hKL5I25Q84xW4U,NaN,NaN
short cue,dual feature,R_1hXp8VCud7SMiKb,NaN,NaN
short cue,dual feature,R_1IagvrDfWeu1SzI,NaN,NaN
short cue,dual feature,R_1iffR2ZzRyikKgD,NaN,NaN
short cue,dual feature,R_1jrMskfuP7Mrr9S,NaN,NaN
short cue,dual feature,R_1K2LTDdSTkk0CkO,NaN,NaN
short cue,dual feature,R_1KkDDjZQonL8jXf,NaN,NaN
short cue,dual feature,R_1lo8TnSLVLCPrMI,NaN,NaN
short cue,dual feature,R_1Nex25Z07JEPqPT,NaN,NaN
short cue,dual feature,R_1oAMtAsotlpba75,NaN,NaN
short cue,dual feature,R_1oBEFfxegvaFxqs,NaN,NaN
short cue,dual feature,R_1OE6gsnJdCYDJNp,NaN,NaN
short cue,dual feature,R_1OJJIMbAOHmEsc6,NaN,NaN
short cue,dual feature,R_1onlnd0PSlmh0kP,NaN,NaN
short cue,dual feature,R_1Oy5gti2oOMkrmx,NaN,NaN
short cue,dual feature,R_1pJPjmN0ZA5yTy2,NaN,NaN
short cue,dual feature,R_1ptx896QKfU4151,NaN,NaN
short cue,dual feature,R_1Q0nnQSbpfMIzl8,NaN,NaN
short cue,dual feature,R_1QcQ8lM8sMgbe9Z,NaN,NaN
short cue,dual feature,R_1QhHQgn3oncjPVH,NaN,NaN
short cue,dual feature,R_1r9CI6AFSBMawII,NaN,NaN
short cue,dual feature,R_2107Kbqwjw5sjVi,NaN,NaN
short cue,dual feature,R_21A0Opwy47DGP0D,NaN,NaN
short cue,dual feature,R_21ixygMv7kGQldy,NaN,NaN
short cue,dual feature,R_232mnWKrVorZxtV,NaN,NaN
short cue,dual feature,R_23UGi46yIwlgRIg,NaN,NaN
short cue,dual feature,R_23V6KyyFTKNSfr0,NaN,NaN
short cue,dual feature,R_24f2Xj2zVejGVvr,NaN,NaN
short cue,dual feature,R_24MjDzYaj8vSl2F,NaN,NaN
short cue,dual feature,R_26aTxals5ya98Bn,NaN,NaN
short cue,dual feature,R_27I2lMBC4C9HqXh,NaN,NaN
short cue,dual feature,R_27IKiFTRUeouja1,NaN,NaN
short cue,dual feature,R_27TjhkHUtsmEKXv,NaN,NaN
short cue,dual feature,R_29buiFpEHzEyviM,NaN,NaN
short cue,dual feature,R_2AGbTgxStxS8OK7,NaN,NaN
short cue,dual feature,R_2ASEGOsJ8SHSVr5,NaN,NaN
short cue,dual feature,R_2bHPDYy6X92e2YW,NaN,NaN
short cue,dual feature,R_2Bu63NcF98ifXiE,NaN,NaN
short cue,dual feature,R_2CTk31LB5KSXTUK,NaN,NaN
short cue,dual feature,R_2cubeyiZDy5kcWK,NaN,NaN
short cue,dual feature,R_2D5fuTu0fyLlRoG,NaN,NaN
short cue,dual feature,R_2dH0HFAfxeETPyV,NaN,NaN
short cue,dual feature,R_2diq2w8gEnf5L8z,NaN,NaN
short cue,dual feature,R_2DRKnOvAi7cEOEe,NaN,NaN
short cue,dual feature,R_2e2xTrAELL35qnU,NaN,NaN
short cue,dual feature,R_2EAwGG7T8u9elvy,NaN,NaN
short cue,dual feature,R_2EGbNncbkrLeOBn,NaN,NaN
short cue,dual feature,R_2fBULLTffGRBWLb,NaN,NaN
short cue,dual feature,R_2fesTAMA2X5bx5T,NaN,NaN
short cue,dual feature,R_2fvMbaH7XgyVyCF,NaN,NaN
short cue,dual feature,R_2PutYEFsewiz88m,NaN,NaN
short cue,dual feature,R_2PzXxMCgeJjWWLk,NaN,NaN
short cue,dual feature,R_2q9ip8BsXKWy3tB,NaN,NaN
short cue,dual feature,R_2qCYwbcshBGMWl9,NaN,NaN
short cue,dual feature,R_2RPRywAKJIJoXwq,NaN,NaN
short cue,dual feature,R_2sSBN4IUEWRzEHE,NaN,NaN
short cue,dual feature,R_2t3eKQMwJ13cTxu,NaN,NaN
short cue,dual feature,R_2t5VMWadJZXwhol,NaN,NaN
short cue,dual feature,R_2tKElLKJ2RzYeOL,NaN,NaN
short cue,dual feature,R_2TOewpP52D1ZcQi,NaN,NaN
short cue,dual feature,R_2TvIpggb40wzcMj,NaN,NaN
short cue,dual feature,R_2Ugx54Yz1N7CJ36,NaN,NaN
short cue,dual feature,R_2UWLzuZCkACVgCP,NaN,NaN
short cue,dual feature,R_2uZFhWaBfnO4ECU,NaN,NaN
short cue,dual feature,R_2VBBNsozbzxpfT9,NaN,NaN
short cue,dual feature,R_2Vx6MwTvzph2nt3,NaN,NaN
short cue,dual feature,R_2w5NkTjpk5sIZmL,NaN,NaN
short cue,dual feature,R_2z5D2HPnn3XvNKK,NaN,NaN
short cue,dual feature,R_2z5xbqVjjSIyJdo,NaN,NaN
short cue,dual feature,R_2zAzUdW0VLW47Ua,NaN,NaN
short cue,dual feature,R_2zOyxhAfuZbfaqm,NaN,NaN
short cue,dual feature,R_302H874OqnSbmug,NaN,NaN
short cue,dual feature,R_3061vbhI41l7m5V,NaN,NaN
short cue,dual feature,R_31zRT6XRWDLt6XR,NaN,NaN
short cue,dual feature,R_325E8Zcstn7PYYf,NaN,NaN
short cue,dual feature,R_32X7zIltyrBl2XJ,NaN,NaN
short cue,dual feature,R_33gvmuPR94pwSQR,NaN,NaN
short cue,dual feature,R_33wriurPRqAICJQ,NaN,NaN
short cue,dual feature,R_3CH6GYzeXMmQ3BR,NaN,NaN
short cue,dual feature,R_3dYRf1LJJY5sNDQ,NaN,NaN
short cue,dual feature,R_3dYYZ1eB57mzvcP,NaN,NaN
short cue,dual feature,R_3E9zqUUokucmyvi,NaN,NaN
short cue,dual feature,R_3EXNIE6ibfayydJ,NaN,NaN
short cue,dual feature,R_3F54OWKljGjDYun,NaN,NaN
short cue,dual feature,R_3fftJphDI5wp8jD,NaN,NaN
short cue,dual feature,R_3fIafKngtt8LCdv,NaN,NaN
short cue,dual feature,R_3G3aqKAxalampJB,NaN,NaN
short cue,dual feature,R_3GfEE0tSJtpYpDK,NaN,NaN
short cue,dual feature,R_3gMLdLQylpAUOCz,NaN,NaN
short cue,dual feature,R_3GrJEh3BPMqoUIE,NaN,NaN
short cue,dual feature,R_3gSdxynZBUsA24l,NaN,NaN
short cue,dual feature,R_3GwicDp1Qe1fIYu,NaN,NaN
short cue,dual feature,R_3Hov1y7dOtcDZlE,NaN,NaN
short cue,dual feature,R_3Ht3R1VCyo41bf7,NaN,NaN
short cue,dual feature,R_3Hzu7sZLBROTBKI,NaN,NaN
short cue,dual feature,R_3Ic5XcXj3i1cbFL,NaN,NaN
short cue,dual feature,R_3iFr8MpMy69byrN,NaN,NaN
short cue,dual feature,R_3j0uBCOqMwUzlCW,NaN,NaN
short cue,dual feature,R_3j9ApP6uO0ORpcw,NaN,NaN
short cue,dual feature,R_3jAe4d8aowHEK53,NaN,NaN
short cue,dual feature,R_3JCQVowq4SWDWhO,NaN,NaN
short cue,dual feature,R_3JCuHa99Y2UioVU,NaN,NaN
short cue,dual feature,R_3jSRUtmlwcSos3T,NaN,NaN
short cue,dual feature,R_3jZIGhpufmzSmRG,NaN,NaN
short cue,dual feature,R_3kANJhWZWQZHHzt,NaN,NaN
short cue,dual feature,R_3kAQUBQH7gOE6L4,NaN,NaN
short cue,dual feature,R_3koHaaGXSWbfZCH,NaN,NaN
short cue,dual feature,R_3kq4Tx7qydJo7oB,NaN,NaN
short cue,dual feature,R_3KxCDvIBCFGJlB2,NaN,NaN
short cue,dual feature,R_3lQ7ThL8ft9I4Xd,NaN,NaN
short cue,dual feature,R_3lQY2j5LMIXXK4u,NaN,NaN
short cue,dual feature,R_3lxHPjKjHR4VSZX,NaN,NaN
short cue,dual feature,R_3M5rXHlsQsfCfZ1,NaN,NaN
short cue,dual feature,R_3NDueluChz5YLcK,NaN,NaN
short cue,dual feature,R_3nGjakNTDKLeUI5,NaN,NaN
short cue,dual feature,R_3nj6domOVc1jJjN,NaN,NaN
short cue,dual feature,R_3NJrbvniVjhQgVe,NaN,NaN
short cue,dual feature,R_3NUHxGL0DDAFsRc,NaN,NaN
short cue,dual feature,R_3NV3o9ELxm8q0OB,NaN,NaN
short cue,dual feature,R_3paGJTFEkF29ztH,NaN,NaN
short cue,dual feature,R_3peQmhVVM6LZ8Rq,NaN,NaN
short cue,dual feature,R_3PzqcG3ePjyMVoQ,NaN,NaN
short cue,dual feature,R_3qU5FwC4OCJ7aqk,NaN,NaN
short cue,dual feature,R_3Rl6FSFxxA5e8ma,NaN,NaN
short cue,dual feature,R_3Rl6VEWOBQmKqU6,NaN,NaN
short cue,dual feature,R_3RmwoIz93sstbuX,NaN,NaN
short cue,dual feature,R_3svpurCda9KfwHp,NaN,NaN
short cue,dual feature,R_3Vm6NBKASkpNULn,NaN,NaN
short cue,dual feature,R_4MlrIKWtWMynXgJ,NaN,NaN
short cue,dual feature,R_4V0pQt6VgkQw0lb,NaN,NaN
short cue,dual feature,R_5zD75iREBKTihMt,NaN,NaN
short cue,dual feature,R_6AkMGcTw5XpOoSd,NaN,NaN
short cue,dual feature,R_87dG0u6RSBe8bpD,NaN,NaN
short cue,dual feature,R_88lRNtWC8jzcvPr,NaN,NaN
short cue,dual feature,R_9SIq53ZIw0UeCMp,NaN,NaN
short cue,dual feature,R_9ZV7VYa4WgGSoPT,NaN,NaN
short cue,dual feature,R_a8Keqoc6RqZXPj3,NaN,NaN
short cue,dual feature,R_AFYcy8WqCbGhYSB,NaN,NaN
short cue,dual feature,R_b1xBevGuDlgE5mp,NaN,NaN
short cue,dual feature,R_bxcuLDEvGbOnKHT,NaN,NaN
short cue,dual feature,R_ClZZ8iH4ih5ZuSd,NaN,NaN
short cue,dual feature,R_dfYxqvX4G98rUXL,NaN,NaN
short cue,dual feature,R_eKdyzfVrqfswb1n,NaN,NaN
short cue,dual feature,R_esMmOCJbTcEsIq5,NaN,NaN
short cue,dual feature,R_O0SCTkaxAB7vjA5,NaN,NaN
short cue,dual feature,R_OBikbvVJp5ZcCOt,NaN,NaN
short cue,dual feature,R_OjUO1JZhl881Wdr,NaN,NaN
short cue,dual feature,R_OkxFT8Yi5pR6dsB,NaN,NaN
short cue,dual feature,R_OPCfSDjGV5SHORr,NaN,NaN
short cue,dual feature,R_pEoe2uY6YbOw3aF,NaN,NaN
short cue,dual feature,R_PIpINaW6xp0qDD3,NaN,NaN
short cue,dual feature,R_pK7U209871YpYIN,NaN,NaN
short cue,dual feature,R_pngU1YVfrXpM6m5,NaN,NaN
short cue,dual feature,R_PSSk558zgwsdfq1,NaN,NaN
short cue,dual feature,R_pT8XhCOwudJrdq9,NaN,NaN
short cue,dual feature,R_Pwhzf2X9FTJWwcp,NaN,NaN
short cue,dual feature,R_qL4FaXWkk1AqEmt,NaN,NaN
short cue,dual feature,R_QoG98GIXlyTTQCB,NaN,NaN
short cue,dual feature,R_R838SwdXuvvg13j,NaN,NaN
short cue,dual feature,R_rcHQpWAv7AbsluV,NaN,NaN
short cue,dual feature,R_rkiqrtdH01X2Uz7,NaN,NaN
short cue,dual feature,R_rpa23bPTMqxRuy5,NaN,NaN
short cue,dual feature,R_RPRRh5b9RJjsLWF,NaN,NaN
short cue,dual feature,R_RxCmnVP4h0M2Iet,NaN,NaN
short cue,dual feature,R_SUAv0Djpf96vXsB,NaN,NaN
short cue,dual feature,R_szedVFAI7mc8uqt,NaN,NaN
short cue,dual feature,R_TjDuFk15r39Xrqh,NaN,NaN
short cue,dual feature,R_u220n4MBxTrGIqB,NaN,NaN
short cue,dual feature,R_uk7jLfoyyvrie5P,NaN,NaN
short cue,dual feature,R_uk8lyne8BTwZWx3,NaN,NaN
short cue,dual feature,R_vcRLjOIJganFB5L,NaN,NaN
short cue,dual feature,R_vf2rDe2loSzFI4h,NaN,NaN
short cue,dual feature,R_vMGeXCE2A7fFihP,NaN,NaN
short cue,dual feature,R_VO1OFG6TLIlFTbj,NaN,NaN
short cue,dual feature,R_voSsFXEsEVlpeMx,NaN,NaN
short cue,dual feature,R_xaQjSryVetgbxMR,NaN,NaN
short cue,dual feature,R_xiuZL8oQedG2nrb,NaN,NaN
short cue,dual feature,R_Y3NmOCLnLbfmdRT,NaN,NaN
short cue,dual feature,R_ykWwfg34VBujl0B,NaN,NaN
short cue,dual feature,R_yPWVvpu60ycQ8P7,NaN,NaN
short cue,dual feature,R_z0je8cRGh1eQ8Rb,NaN,NaN
short cue,dual feature,R_Z9PxP0CExYG8397,NaN,NaN
short cue,dual feature,R_ZahaFNCfOgy05xL,NaN,NaN
short cue,dual feature,R_ZaxZDyOScZVjzz3,NaN,NaN
short cue,dual feature,R_zZ3GrNWCcyKf98B,NaN,NaN
short cue,single feature,R_08x3yfNtCFtgBYl,1,1.87
short cue,single feature,R_0OmSAzFURsT3hND,1,1.17
short cue,single feature,R_10ZPMCCzcV8FG6A,1,0.974
short cue,single feature,R_12s68Ligswec1t3,1,0.589
short cue,single feature,R_1BPAkPhD282eIwa,1,0.934
short cue,single feature,R_1CDQa7qsN9RNzFH,1,1.3
short cue,single feature,R_1CJcSTbRoTUCqgI,0.875,1.15
short cue,single feature,R_1cUmxE0nB0eQ5tx,1,1.06
short cue,single feature,R_1cUnP5PoHL3kGw8,0.875,1.18
short cue,single feature,R_1cZYqPuI2ovCe8d,1,1.4
short cue,single feature,R_1DuNzuDT2Ly6aYo,1,1.02
short cue,single feature,R_1Ej3yOyXSRu4rHj,1,0.608
short cue,single feature,R_1eK9C4dUWMG5UoE,1,0.626
short cue,single feature,R_1erta2V92H4drrE,0.625,1.67
short cue,single feature,R_1ex76BKICzdLpi3,1,1.13
short cue,single feature,R_1flJVVkbxzk1i5c,1,0.755
short cue,single feature,R_1g6KjG4gA3vEJF7,1,0.921
